m730000154@mail.uic.edu.hk,m730000154,Ofutas,2.87
m730000155@mail.uic.edu.hk,m730000155,Mwodm,2.98
m730000156@mail.uic.edu.hk,m730000156,Ipixjj,2.29
m730000157@mail.uic.edu.hk,m730000157,Tiugq,1.41
m730000158@mail.uic.edu.hk,m730000158,Rmhgyw,1.13
m730000159@mail.uic.edu.hk,m730000159,Wgbixxh,3.29
m730000160@mail.uic.edu.hk,m730000160,Ulhgp,2.56
m730000161@mail.uic.edu.hk,m730000161,Lctsjcss,1.55
m730000162@mail.uic.edu.hk,m730000162,Idcbv,3.71
m730000163@mail.uic.edu.hk,m730000163,Dciuik,3.8
m730000164@mail.uic.edu.hk,m730000164,Snbadl,2.1
m730000165@mail.uic.edu.hk,m730000165,Retgprns,3.21
m730000166@mail.uic.edu.hk,m730000166,Wfbrcc,1.84
m730000167@mail.uic.edu.hk,m730000167,Ogpxmx,3.55
m730000168@mail.uic.edu.hk,m730000168,Tcrk,2.51
m730000169@mail.uic.edu.hk,m730000169,Bmudbin,2.87
m730000170@mail.uic.edu.hk,m730000170,Lrkwdjq,2.57
m730000171@mail.uic.edu.hk,m730000171,Rpnghao,3.21
m730000172@mail.uic.edu.hk,m730000172,Lnghdok,2.22
m730000m73@mail.uic.edu.hk,m730000m73,Llik,2.39
m730000174@mail.uic.edu.hk,m730000174,Dripqkk,1.45
m730000175@mail.uic.edu.hk,m730000175,Rhdctt,1.4
m730000176@mail.uic.edu.hk,m730000176,Cwhkiow,1.98
m730000177@mail.uic.edu.hk,m730000177,Pqoamxxb,2.26
m730000178@mail.uic.edu.hk,m730000178,Qaepwtf,1.86
m730000179@mail.uic.edu.hk,m730000179,Tpmya,2.56
m730000180@mail.uic.edu.hk,m730000180,Rsclkjp,1.34
m730000181@mail.uic.edu.hk,m730000181,Epfq,1.03
m730000182@mail.uic.edu.hk,m730000182,Ydev,3.52
m730000183@mail.uic.edu.hk,m730000183,Suwbbph,1.96
m730000184@mail.uic.edu.hk,m730000184,Sojyywfi,2.89
m730000185@mail.uic.edu.hk,m730000185,Cduhvyw,3.74
m730000186@mail.uic.edu.hk,m730000186,Lgpniqhc,2.75
m730000187@mail.uic.edu.hk,m730000187,Nmvkpeyl,3.76
m730000188@mail.uic.edu.hk,m730000188,Hmjprgu,2.28
m730000189@mail.uic.edu.hk,m730000189,Yxifvu,1.64
m730000190@mail.uic.edu.hk,m730000190,Ddeic,3.67
m730000191@mail.uic.edu.hk,m730000191,Egudbd,1.33
m730000192@mail.uic.edu.hk,m730000192,Psiwseos,3.11
m730000193@mail.uic.edu.hk,m730000193,Xwxbl,3.98
m730000194@mail.uic.edu.hk,m730000194,Creqy,2.26
m730000195@mail.uic.edu.hk,m730000195,Mvsqpyhp,1.14
m730000196@mail.uic.edu.hk,m730000196,Bmbmf,1.64
m730000197@mail.uic.edu.hk,m730000197,Fwppnldd,1.88
m730000198@mail.uic.edu.hk,m730000198,Lwuu,2.11
m730000199@mail.uic.edu.hk,m730000199,Ayipohhh,3.34
m730000200@mail.uic.edu.hk,m730000200,Whkqgm,2.42
m730000201@mail.uic.edu.hk,m730000201,Vnbwivbj,1.87
m730000202@mail.uic.edu.hk,m730000202,Qlfdok,3.63
m730000203@mail.uic.edu.hk,m730000203,Xdlghf,1.47
m730000204@mail.uic.edu.hk,m730000204,Cvvgv,2.12
m730000205@mail.uic.edu.hk,m730000205,Yskbyj,1.35
m730000206@mail.uic.edu.hk,m730000206,Dwksndhw,1.5
m730000207@mail.uic.edu.hk,m730000207,Dably,1.87
m730000208@mail.uic.edu.hk,m730000208,Qxluxya,3.22
m730000209@mail.uic.edu.hk,m730000209,Myksp,1.88
m730000210@mail.uic.edu.hk,m730000210,Gmbgwpvf,1.16
m730000211@mail.uic.edu.hk,m730000211,Oupgis,2.81
m730000212@mail.uic.edu.hk,m730000212,Xgvqvwu,3.5
m730000213@mail.uic.edu.hk,m730000213,Njjtdrpb,1.09
m730000214@mail.uic.edu.hk,m730000214,Gdwspyk,1.46
m730000215@mail.uic.edu.hk,m730000215,Ukvnpksf,3.65
m730000216@mail.uic.edu.hk,m730000216,Mtlhkc,1.63
m730000217@mail.uic.edu.hk,m730000217,Cvssk,3.84
m730000218@mail.uic.edu.hk,m730000218,Ecgsw,2.85
m730000219@mail.uic.edu.hk,m730000219,Rmnn,3.21
m730000220@mail.uic.edu.hk,m730000220,Wgsjmlsr,3.94
m730000221@mail.uic.edu.hk,m730000221,Wpdeju,3.1
m730000222@mail.uic.edu.hk,m730000222,Ogwgg,1.79
m730000223@mail.uic.edu.hk,m730000223,Ffslnsb,1.67
m730000224@mail.uic.edu.hk,m730000224,Spgienjd,3.58
m730000225@mail.uic.edu.hk,m730000225,Pyuk,2.84
m730000226@mail.uic.edu.hk,m730000226,Favij,3.94
m730000227@mail.uic.edu.hk,m730000227,Hfpamk,3.91
m730000228@mail.uic.edu.hk,m730000228,Lwci,3.23
m730000229@mail.uic.edu.hk,m730000229,Bisp,1.98
m730000230@mail.uic.edu.hk,m730000230,Xwfkwahf,3.79
m730000231@mail.uic.edu.hk,m730000231,Ngspv,2.08
m730000232@mail.uic.edu.hk,m730000232,Mlfmsrvw,2.84
m730000233@mail.uic.edu.hk,m730000233,Ssroapk,2.24
m730000234@mail.uic.edu.hk,m730000234,Udpeyfql,2.3
m730000235@mail.uic.edu.hk,m730000235,Diemrd,1.73
m730000236@mail.uic.edu.hk,m730000236,Ostn,3.65
m730000237@mail.uic.edu.hk,m730000237,Otufwt,1.11
m730000238@mail.uic.edu.hk,m730000238,Bxpep,3.33
m730000239@mail.uic.edu.hk,m730000239,Vuvu,2.11
m730000240@mail.uic.edu.hk,m730000240,Fdegmkmv,1.45
m730000241@mail.uic.edu.hk,m730000241,Kespmpb,1.19
m730000242@mail.uic.edu.hk,m730000242,Rtjvhx,3.09
m730000243@mail.uic.edu.hk,m730000243,Sntwnd,2.39
m730000244@mail.uic.edu.hk,m730000244,Xpebc,3.57
m730000245@mail.uic.edu.hk,m730000245,Vnbnvp,3.44
m730000246@mail.uic.edu.hk,m730000246,Kuqw,2.54
m730000247@mail.uic.edu.hk,m730000247,Pfsne,2.25
m730000248@mail.uic.edu.hk,m730000248,Ewhuntp,2.35
m730000249@mail.uic.edu.hk,m730000249,Exadygfi,3.24
m730000250@mail.uic.edu.hk,m730000250,Fvmufqao,1.62
m730000251@mail.uic.edu.hk,m730000251,Kwjfyim,3.93
m730000252@mail.uic.edu.hk,m730000252,Wsfj,3.02
m730000253@mail.uic.edu.hk,m730000253,Gjaht,2.54
m730000254@mail.uic.edu.hk,m730000254,Jeeirl,3.23
m730000255@mail.uic.edu.hk,m730000255,Mdtcmqg,3.59
m730000256@mail.uic.edu.hk,m730000256,Bshl,2.62
m730000257@mail.uic.edu.hk,m730000257,Hjyt,3.3
m730000258@mail.uic.edu.hk,m730000258,Qbepy,3.25
m730000259@mail.uic.edu.hk,m730000259,Ompos,2.41
m730000260@mail.uic.edu.hk,m730000260,Gdfbeuo,1.43
m730000261@mail.uic.edu.hk,m730000261,Iopvsbw,3.09
m730000262@mail.uic.edu.hk,m730000262,Gydqxsj,2.47
m730000263@mail.uic.edu.hk,m730000263,Chcqmvqm,2.49
m730000264@mail.uic.edu.hk,m730000264,Qpmk,2.69
m730000265@mail.uic.edu.hk,m730000265,Chko,3.08
m730000266@mail.uic.edu.hk,m730000266,Nwuqknnl,3.79
m730000267@mail.uic.edu.hk,m730000267,Arornw,1.4
m730000268@mail.uic.edu.hk,m730000268,Yxbdxb,2.02
m730000269@mail.uic.edu.hk,m730000269,Irgfg,1.05
m730000270@mail.uic.edu.hk,m730000270,Aggutqdn,2.88
m730000271@mail.uic.edu.hk,m730000271,Twqi,1.36
m730000272@mail.uic.edu.hk,m730000272,Rtae,3.4
m730000273@mail.uic.edu.hk,m730000273,Hisp,3.95
m730000274@mail.uic.edu.hk,m730000274,Iwvl,3.74
m730000275@mail.uic.edu.hk,m730000275,Qiwciec,1.76
m730000276@mail.uic.edu.hk,m730000276,Cswu,2.78
m730000277@mail.uic.edu.hk,m730000277,Lrtyndr,3.89
m730000278@mail.uic.edu.hk,m730000278,Wtufn,3.71
m730000279@mail.uic.edu.hk,m730000279,Lkxe,3.47
m730000280@mail.uic.edu.hk,m730000280,Cteecyy,2.38
m730000281@mail.uic.edu.hk,m730000281,Tyspncxu,2.37
m730000282@mail.uic.edu.hk,m730000282,Ltxxdc,1.06
m730000283@mail.uic.edu.hk,m730000283,Swnnjaw,1.71
m730000284@mail.uic.edu.hk,m730000284,Rbfcq,1.67
m730000285@mail.uic.edu.hk,m730000285,Upxxekh,2.11
m730000286@mail.uic.edu.hk,m730000286,Cmuuwx,2.63
m730000287@mail.uic.edu.hk,m730000287,Nrrrx,1.33
m730000288@mail.uic.edu.hk,m730000288,Pohtgdfd,3.82
m730000289@mail.uic.edu.hk,m730000289,Cfwohudg,3.74
m730000290@mail.uic.edu.hk,m730000290,Cvlj,3.99
m730000291@mail.uic.edu.hk,m730000291,Imsf,1.73
m730000292@mail.uic.edu.hk,m730000292,Hdlpmhw,3.51
m730000293@mail.uic.edu.hk,m730000293,Prpdqil,1.45
m730000294@mail.uic.edu.hk,m730000294,Lbpb,3.25
m730000295@mail.uic.edu.hk,m730000295,Wiaivagm,1.2
m730000296@mail.uic.edu.hk,m730000296,Yeenaf,2.14
m730000297@mail.uic.edu.hk,m730000297,Fpdjwxk,2.25
m730000298@mail.uic.edu.hk,m730000298,Gors,1.75
m730000299@mail.uic.edu.hk,m730000299,Vnunb,2.73
m730000300@mail.uic.edu.hk,m730000300,Vkciif,1.24
m730000301@mail.uic.edu.hk,m730000301,Bjjsx,2.66
m730000302@mail.uic.edu.hk,m730000302,Simdpl,3.7
m730000303@mail.uic.edu.hk,m730000303,Cxoxewy,3.61
m730000304@mail.uic.edu.hk,m730000304,Axylyxsg,2.6
m730000305@mail.uic.edu.hk,m730000305,Jkrqs,1.47
m730000306@mail.uic.edu.hk,m730000306,Dixjr,1.41
m730000307@mail.uic.edu.hk,m730000307,Tflopcs,1.05
m730000308@mail.uic.edu.hk,m730000308,Yugioijo,2.44
m730000309@mail.uic.edu.hk,m730000309,Soab,3.07
m730000310@mail.uic.edu.hk,m730000310,Qmpubuq,3.81
m730000311@mail.uic.edu.hk,m730000311,Jmikp,1.17
m730000312@mail.uic.edu.hk,m730000312,Fgdcc,1.42
m730000313@mail.uic.edu.hk,m730000313,Pwhkdvod,2.67
m730000314@mail.uic.edu.hk,m730000314,Pkud,1.46
m730000315@mail.uic.edu.hk,m730000315,Ucxj,3.94
m730000316@mail.uic.edu.hk,m730000316,Ljbm,3.32
m730000317@mail.uic.edu.hk,m730000317,Pgvfkuha,2.14
m730000318@mail.uic.edu.hk,m730000318,Mmxfmrr,3.88
m730000319@mail.uic.edu.hk,m730000319,Vdgpoi,2.41
m730000320@mail.uic.edu.hk,m730000320,Tyuw,3.12
m730000321@mail.uic.edu.hk,m730000321,Wxfnwr,3.94
m730000322@mail.uic.edu.hk,m730000322,Cajbdht,1.96
m730000323@mail.uic.edu.hk,m730000323,Onvbnca,3.06
m730000324@mail.uic.edu.hk,m730000324,Almcx,3.98
m730000325@mail.uic.edu.hk,m730000325,Qmhsjtjv,2.79
m730000326@mail.uic.edu.hk,m730000326,Scthqqo,2.42
m730000327@mail.uic.edu.hk,m730000327,Weqp,2.33
m730000328@mail.uic.edu.hk,m730000328,Hjacs,2.75
m730000329@mail.uic.edu.hk,m730000329,Xcxyyyik,2.59
m730000330@mail.uic.edu.hk,m730000330,Mejj,3.91
m730000331@mail.uic.edu.hk,m730000331,Kaysfmp,2.33
m730000332@mail.uic.edu.hk,m730000332,Cjepjq,1.1
m730000333@mail.uic.edu.hk,m730000333,Jprx,1.26
m730000334@mail.uic.edu.hk,m730000334,Vywbeti,2.88
m730000335@mail.uic.edu.hk,m730000335,Sqcnats,3.72
m730000336@mail.uic.edu.hk,m730000336,Ogihdomo,3.99
m730000337@mail.uic.edu.hk,m730000337,Cenq,1.52
m730000338@mail.uic.edu.hk,m730000338,Cvevgj,2.91
m730000339@mail.uic.edu.hk,m730000339,Lilekrr,2.08
m730000340@mail.uic.edu.hk,m730000340,Usdmn,3.27
m730000341@mail.uic.edu.hk,m730000341,Jpglm,2.55
m730000342@mail.uic.edu.hk,m730000342,Bnuyhhjb,1.31
m730000343@mail.uic.edu.hk,m730000343,Iqpnmfks,2.19
m730000344@mail.uic.edu.hk,m730000344,Bsxqba,2.58
m730000345@mail.uic.edu.hk,m730000345,Ltdehr,2.76
m730000346@mail.uic.edu.hk,m730000346,Rutwhtf,3.51
m730000347@mail.uic.edu.hk,m730000347,Mjhnkvv,2.16
m730000348@mail.uic.edu.hk,m730000348,Oxeoqm,3.9
m730000349@mail.uic.edu.hk,m730000349,Uoqwik,3.87
m730000350@mail.uic.edu.hk,m730000350,Qjlm,2.02
m730000351@mail.uic.edu.hk,m730000351,Rugnce,3.24
m730000352@mail.uic.edu.hk,m730000352,Ktgnrbx,1.69
m730000353@mail.uic.edu.hk,m730000353,Dhtq,1.99
m730000354@mail.uic.edu.hk,m730000354,Hnkwsf,3.23
m730000355@mail.uic.edu.hk,m730000355,Bobrjuv,2.56
m730000356@mail.uic.edu.hk,m730000356,Eqsoaama,3.98
m730000357@mail.uic.edu.hk,m730000357,Escol,2.33
m730000358@mail.uic.edu.hk,m730000358,Jtlnev,2.02
m730000359@mail.uic.edu.hk,m730000359,Hfxoyvm,3.48
m730000360@mail.uic.edu.hk,m730000360,Lrqhxlq,3.16
m730000361@mail.uic.edu.hk,m730000361,Xtqa,2.94
m730000362@mail.uic.edu.hk,m730000362,Rouqlr,2.64
m730000363@mail.uic.edu.hk,m730000363,Jxgdtqi,1.45
m730000364@mail.uic.edu.hk,m730000364,Cfhg,2.25
m730000365@mail.uic.edu.hk,m730000365,Qmvc,1.5
m730000366@mail.uic.edu.hk,m730000366,Nvwprlhf,3.18
m730000367@mail.uic.edu.hk,m730000367,Fpfau,1.81
m730000368@mail.uic.edu.hk,m730000368,Xleogt,3.22
m730000369@mail.uic.edu.hk,m730000369,Stjc,3.46
m730000370@mail.uic.edu.hk,m730000370,Eqavdifs,1.36
m730000371@mail.uic.edu.hk,m730000371,Ewkteive,2.46
m730000372@mail.uic.edu.hk,m730000372,Jqvnqik,2.74
m730000373@mail.uic.edu.hk,m730000373,Lkihmgde,1.86
m730000374@mail.uic.edu.hk,m730000374,Ntipuq,2.27
m730000375@mail.uic.edu.hk,m730000375,Hrjdkiss,3.65
m730000376@mail.uic.edu.hk,m730000376,Bptmy,3.08
m730000377@mail.uic.edu.hk,m730000377,Burrrm,1.93
m730000378@mail.uic.edu.hk,m730000378,Vkodjlt,3.74
m730000379@mail.uic.edu.hk,m730000379,Tusrmo,2.08
m730000380@mail.uic.edu.hk,m730000380,Tfnlns,3.61
m730000381@mail.uic.edu.hk,m730000381,Umgvjxs,1.25
m730000382@mail.uic.edu.hk,m730000382,Ekcip,1.35
m730000383@mail.uic.edu.hk,m730000383,Crpraa,1
m730000384@mail.uic.edu.hk,m730000384,Ekfgu,3.39
m730000385@mail.uic.edu.hk,m730000385,Wcellef,1.1
m730000386@mail.uic.edu.hk,m730000386,Vkdsafv,1.25
m730000387@mail.uic.edu.hk,m730000387,Agpjpl,1.05
m730000388@mail.uic.edu.hk,m730000388,Opvmmcg,3.07
m730000389@mail.uic.edu.hk,m730000389,Hxguahbs,1.8
m730000390@mail.uic.edu.hk,m730000390,Tgaeab,1.94
m730000391@mail.uic.edu.hk,m730000391,Bxsqfus,1.04
m730000392@mail.uic.edu.hk,m730000392,Denenet,3.55
m730000393@mail.uic.edu.hk,m730000393,Cmcprxwx,3.65
m730000394@mail.uic.edu.hk,m730000394,Xuwiils,2.32
m730000395@mail.uic.edu.hk,m730000395,Ckdgf,2.94
m730000396@mail.uic.edu.hk,m730000396,Tpdfjdu,2.35
m730000397@mail.uic.edu.hk,m730000397,Kastikx,3.78
m730000398@mail.uic.edu.hk,m730000398,Gkwhbg,1.82
m730000399@mail.uic.edu.hk,m730000399,Vcms,2.71
m730000400@mail.uic.edu.hk,m730000400,Uvdrlej,2.13
m730000401@mail.uic.edu.hk,m730000401,Fljibgq,1.26
m730000402@mail.uic.edu.hk,m730000402,Ctjysky,1.32
m730000403@mail.uic.edu.hk,m730000403,Rcfvlo,1.18
m730000404@mail.uic.edu.hk,m730000404,Ajdgcd,2.2
m730000405@mail.uic.edu.hk,m730000405,Lasu,2.95
m730000406@mail.uic.edu.hk,m730000406,Egsq,3.91
m730000407@mail.uic.edu.hk,m730000407,Anxmshv,3.39
m730000408@mail.uic.edu.hk,m730000408,Tvswl,3.84
m730000409@mail.uic.edu.hk,m730000409,Iwup,2.14
m730000410@mail.uic.edu.hk,m730000410,Nevwaq,3.78
m730000411@mail.uic.edu.hk,m730000411,Anyeu,3.9
m730000412@mail.uic.edu.hk,m730000412,Srmpeqaj,1.42
m730000413@mail.uic.edu.hk,m730000413,Hvrs,3.2
m730000414@mail.uic.edu.hk,m730000414,Dssola,1.14
m730000415@mail.uic.edu.hk,m730000415,Xartexd,3.71
m730000416@mail.uic.edu.hk,m730000416,Vblenv,2.71
m730000417@mail.uic.edu.hk,m730000417,Ygdr,3.59
m730000418@mail.uic.edu.hk,m730000418,Qqrvsmvm,3.23
m730000419@mail.uic.edu.hk,m730000419,Twbdress,2.48
m730000420@mail.uic.edu.hk,m730000420,Mutsa,3.85
m730000421@mail.uic.edu.hk,m730000421,Yjjyoudh,3.67
m730000422@mail.uic.edu.hk,m730000422,Onbtpr,1.91
m730000423@mail.uic.edu.hk,m730000423,Jcltxmw,2.11
m730000424@mail.uic.edu.hk,m730000424,Cxshvts,2.14
